date,open,high,low,close,volume
2007-09-25,2807.102441266461,2828.0512912367108,2748.3555293689083,2795.953125,0
2007-09-26,2801.8526521187296,2845.400410794312,2797.9529548579017,2804.00244140625,0
2007-09-27,2823.901461968033,2842.450534788841,2772.204230979327,2779.3037109375,0
2007-09-28,2786.50344436851,2843.300507956136,2777.4040691139394,2838.100830078125,0
2007-10-01,2840.900685971296,2907.797071178648,2839.900738544413,2897.59765625,0
2007-10-03,2904.197470569553,2972.2937453560658,2786.8535398019103,2908.09716796875,0
2007-10-04,2903.0973977146964,2931.446005216915,2870.1992246744107,2926.046142578125,0
2007-10-05,2946.045045122184,2946.045045122184,2857.14981698009,2874.098876953125,0
2007-10-08,2878.898667061611,2901.497332266616,2707.757519730107,2757.905029296875,0
2007-10-09,2739.1561479935635,2847.0503821426214,2686.708952121076,2844.1005859375,0
2007-10-10,2845.9503551097355,2914.4965531699336,2845.9503551097355,2890.747802734375,0
2007-10-11,2890.498053543127,2948.645145340736,2877.2487495792,2941.745361328125,0
2007-10-12,2924.246061236561,2985.8429183554213,2897.8975938824647,2914.3466796875,0
2007-10-15,2927.9462732217507,3016.7914591105814,2927.9462732217507,3011.291748046875,0
2007-10-16,3000.4922217789494,3065.988779832261,3000.4922217789494,3061.5390625,0
2007-10-17,2968.493760612513,2986.7928469151134,2773.454214936747,2975.193603515625,0
2007-10-18,2988.2426833114923,3084.2876789686165,2836.600759234262,2886.298095703125,0
2007-10-19,2887.4981253810784,2889.9481919095447,2736.256075190224,2791.453369140625,0
2007-10-22,2784.353684369858,2829.8012473074914,2704.8578618137785,2801.502685546875,0
2007-10-23,2819.301825555769,2971.0938992553592,2819.301825555769,2959.994384765625,0
2007-10-24,2980.493301661494,3032.790602691791,2956.9945363304937,3010.99169921875,0
2007-10-25,3017.4912225853145,3062.689041095897,3009.4418411878264,3031.640625,0
2007-10-26,3042.4401541621396,3131.985251392794,3028.6408307753995,3125.435791015625,0
2007-10-29,3154.434356908616,3210.38136850449,3147.5345729536903,3206.131591796875,0
2007-10-30,3213.081185563571,3251.3792222229704,3178.7328925575594,3201.6318359375,0
2007-10-31,3195.1320469437132,3253.3289380895126,3195.1320469437132,3208.431396484375,0
2007-11-01,3230.0801714004665,3281.977345135678,3119.985862195697,3138.98486328125,0
2007-11-02,3136.885087921687,3205.5313803293693,3061.8890317758783,3194.08203125,0
2007-11-05,3190.5322061124753,3295.226652880991,3190.5322061124753,3273.727783203125,0
2007-11-06,3285.2772769243393,3357.3735851970055,3177.032966247742,3214.3310546875,0
2007-11-07,3258.07865241713,3273.377896633459,3141.7346734773687,3193.83203125,0
2007-11-08,3170.3832656566597,3194.2819107732885,3127.835455125354,3160.433837890625,0
2007-11-12,3120.5859763989547,3120.5859763989547,3038.7401807046576,3112.036376953125,0
2007-11-13,3110.6865372929205,3242.9295839337515,3110.6865372929205,3227.0302734375,0
2007-11-14,3274.8277880760547,3321.12540227197,3274.8277880760547,3296.276611328125,0
2007-11-15,3308.825953166639,3355.6735866007252,3308.676058707455,3327.875,0
2007-11-16,3324.1252474620283,3402.521027310868,3303.0763055067,3365.972900390625,0
2007-11-19,3402.621238326008,3474.5173624702,3382.5722430888222,3465.767822265625,0
2007-11-20,3459.368199801022,3503.9159068844338,3370.472726295769,3399.67138671875,0
2007-11-21,3395.021516327388,3427.519808288825,3174.2831178508586,3200.53173828125,0
